127.0.0.1 - - [15/Apr/2021:15:45:55 +0200] "GET / HTTP/1.1" 404 951
0:0:0:0:0:0:0:1 - - [15/Apr/2021:16:00:59 +0200] "GET /ProgrammaBiennale2020/xava/editors/js/chartDataEditor.js?ox=6.1.2 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Apr/2021:16:00:59 +0200] "GET /ProgrammaBiennale2020/xava/editors/js/descriptionsEditor.js?ox=6.1.2 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Apr/2021:16:00:59 +0200] "GET /ProgrammaBiennale2020/xava/editors/js/d3.js?ox=6.1.2 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Apr/2021:16:00:59 +0200] "GET /ProgrammaBiennale2020/xava/editors/js/htmlEditor.js?ox=6.1.2 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Apr/2021:16:00:59 +0200] "GET /ProgrammaBiennale2020/xava/editors/js/elementCollectionEditor.js?ox=6.1.2 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Apr/2021:16:00:59 +0200] "GET /ProgrammaBiennale2020/xava/editors/js/discussionEditor.js?ox=6.1.2 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Apr/2021:16:00:59 +0200] "GET /ProgrammaBiennale2020/xava/editors/js/textEditor.js?ox=6.1.2 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Apr/2021:16:00:59 +0200] "GET /ProgrammaBiennale2020/xava/editors/js/jquery-ckeditor-adapter.js?ox=6.1.2 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Apr/2021:16:00:59 +0200] "GET /ProgrammaBiennale2020/xava/editors/calendar/lang/calendar-it.js?ox=6.1.2 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Apr/2021:16:00:59 +0200] "GET /ProgrammaBiennale2020/xava/editors/js/yahoo-dom-event.js?ox=6.1.2 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Apr/2021:16:00:59 +0200] "GET /ProgrammaBiennale2020/xava/editors/js/yahoo-treeview-min.js?ox=6.1.2 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Apr/2021:16:00:59 +0200] "GET /ProgrammaBiennale2020/naviox/js/naviox.js?ox=6.1.2 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Apr/2021:16:00:59 +0200] "GET /ProgrammaBiennale2020/xava/fonts/roboto-regular-webfont.woff HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Apr/2021:16:00:59 +0200] "GET /ProgrammaBiennale2020/xava/fonts/materialdesignicons-webfont.woff?v=1.9.32 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Apr/2021:16:00:59 +0200] "GET /ProgrammaBiennale2020/xava/images/search.png HTTP/1.1" 404 1039
0:0:0:0:0:0:0:1 - - [15/Apr/2021:16:00:59 +0200] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.getStrokeActions.dwr HTTP/1.1" 200 1187
0:0:0:0:0:0:0:1 - - [15/Apr/2021:16:01:00 +0200] "GET /ProgrammaBiennale2020/m/ProcedureProgramma?init=true HTTP/1.1" 200 15600
0:0:0:0:0:0:0:1 - - [15/Apr/2021:16:01:00 +0200] "GET /ProgrammaBiennale2020/dwr/interface/Modules.js?ox=6.1.2 HTTP/1.1" 200 985
0:0:0:0:0:0:0:1 - - [15/Apr/2021:16:01:00 +0200] "GET /ProgrammaBiennale2020/dwr/interface/Folders.js?ox=6.1.2 HTTP/1.1" 200 508
0:0:0:0:0:0:0:1 - - [15/Apr/2021:16:01:00 +0200] "GET /ProgrammaBiennale2020/dwr/interface/Module.js?ox=6.1.2 HTTP/1.1" 200 1144
0:0:0:0:0:0:0:1 - - [15/Apr/2021:16:01:00 +0200] "GET /ProgrammaBiennale2020/dwr/interface/Tab.js?ox=6.1.2 HTTP/1.1" 200 1007
0:0:0:0:0:0:0:1 - - [15/Apr/2021:16:01:00 +0200] "GET /ProgrammaBiennale2020/dwr/interface/View.js?ox=6.1.2 HTTP/1.1" 200 555
0:0:0:0:0:0:0:1 - - [15/Apr/2021:16:01:01 +0200] "GET /ProgrammaBiennale2020/xava/images/search.png HTTP/1.1" 404 1039
0:0:0:0:0:0:0:1 - - [15/Apr/2021:16:01:01 +0200] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.getStrokeActions.dwr HTTP/1.1" 200 1196
0:0:0:0:0:0:0:1 - - [15/Apr/2021:16:01:01 +0200] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.request.dwr HTTP/1.1" 200 146056
0:0:0:0:0:0:0:1 - - [15/Apr/2021:16:01:09 +0200] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.request.dwr HTTP/1.1" 200 463349
0:0:0:0:0:0:0:1 - - [15/Apr/2021:16:01:10 +0200] "GET /ProgrammaBiennale2020/xava/style/smoothness/images/ui-bg_flat_75_ffffff_40x100.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Apr/2021:16:01:10 +0200] "GET /ProgrammaBiennale2020/xava/images/ HTTP/1.1" 404 1019
0:0:0:0:0:0:0:1 - - [15/Apr/2021:16:01:29 +0200] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.request.dwr HTTP/1.1" 200 17543
0:0:0:0:0:0:0:1 - - [15/Apr/2021:16:01:32 +0200] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.request.dwr HTTP/1.1" 200 146054
0:0:0:0:0:0:0:1 - - [15/Apr/2021:16:01:34 +0200] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.request.dwr HTTP/1.1" 200 460681
0:0:0:0:0:0:0:1 - - [15/Apr/2021:16:01:35 +0200] "GET /ProgrammaBiennale2020/xava/images/ HTTP/1.1" 404 1019
0:0:0:0:0:0:0:1 - - [15/Apr/2021:16:01:40 +0200] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.request.dwr HTTP/1.1" 200 22153
0:0:0:0:0:0:0:1 - - [15/Apr/2021:16:01:40 +0200] "GET /ProgrammaBiennale2020/xava/style/smoothness/images/ui-icons_888888_256x240.png HTTP/1.1" 200 6999
0:0:0:0:0:0:0:1 - - [15/Apr/2021:16:01:40 +0200] "GET /ProgrammaBiennale2020/xava/style/smoothness/images/ui-icons_222222_256x240.png HTTP/1.1" 200 6922
0:0:0:0:0:0:0:1 - - [15/Apr/2021:16:01:40 +0200] "GET /ProgrammaBiennale2020/xava/style/smoothness/images/ui-bg_flat_0_aaaaaa_40x100.png HTTP/1.1" 200 212
0:0:0:0:0:0:0:1 - - [15/Apr/2021:16:01:42 +0200] "GET /ProgrammaBiennale2020/xava/style/smoothness/images/ui-icons_454545_256x240.png HTTP/1.1" 200 6992
0:0:0:0:0:0:0:1 - - [15/Apr/2021:16:01:44 +0200] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.request.dwr HTTP/1.1" 200 460671
0:0:0:0:0:0:0:1 - - [15/Apr/2021:16:01:44 +0200] "GET /ProgrammaBiennale2020/xava/images/ HTTP/1.1" 404 1019
0:0:0:0:0:0:0:1 - - [15/Apr/2021:16:01:46 +0200] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.request.dwr HTTP/1.1" 200 15246
0:0:0:0:0:0:0:1 - - [15/Apr/2021:16:01:52 +0200] "GET /ProgrammaBiennale2020/m/Procedure?init=true HTTP/1.1" 200 15494
0:0:0:0:0:0:0:1 - - [15/Apr/2021:16:01:52 +0200] "GET /ProgrammaBiennale2020/dwr/interface/Modules.js?ox=6.1.2 HTTP/1.1" 200 985
0:0:0:0:0:0:0:1 - - [15/Apr/2021:16:01:52 +0200] "GET /ProgrammaBiennale2020/dwr/interface/Folders.js?ox=6.1.2 HTTP/1.1" 200 508
0:0:0:0:0:0:0:1 - - [15/Apr/2021:16:01:52 +0200] "GET /ProgrammaBiennale2020/dwr/util.js?ox=6.1.2 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Apr/2021:16:01:52 +0200] "GET /ProgrammaBiennale2020/dwr/interface/View.js?ox=6.1.2 HTTP/1.1" 200 555
0:0:0:0:0:0:0:1 - - [15/Apr/2021:16:01:52 +0200] "GET /ProgrammaBiennale2020/dwr/interface/Module.js?ox=6.1.2 HTTP/1.1" 200 1144
0:0:0:0:0:0:0:1 - - [15/Apr/2021:16:01:52 +0200] "GET /ProgrammaBiennale2020/dwr/interface/Tab.js?ox=6.1.2 HTTP/1.1" 200 1007
0:0:0:0:0:0:0:1 - - [15/Apr/2021:16:01:52 +0200] "GET /ProgrammaBiennale2020/xava/images/search.png HTTP/1.1" 404 1039
0:0:0:0:0:0:0:1 - - [15/Apr/2021:16:01:52 +0200] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.getStrokeActions.dwr HTTP/1.1" 200 1187
0:0:0:0:0:0:0:1 - - [15/Apr/2021:16:01:53 +0200] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.request.dwr HTTP/1.1" 200 383918
0:0:0:0:0:0:0:1 - - [15/Apr/2021:16:01:54 +0200] "GET /ProgrammaBiennale2020/xava/images/ HTTP/1.1" 404 1019
0:0:0:0:0:0:0:1 - - [15/Apr/2021:16:01:59 +0200] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.request.dwr HTTP/1.1" 200 13644
0:0:0:0:0:0:0:1 - - [15/Apr/2021:16:02:06 +0200] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.request.dwr HTTP/1.1" 200 13644
0:0:0:0:0:0:0:1 - - [15/Apr/2021:16:02:10 +0200] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.request.dwr HTTP/1.1" 200 59567
0:0:0:0:0:0:0:1 - - [15/Apr/2021:16:04:10 +0200] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.request.dwr HTTP/1.1" 200 383927
0:0:0:0:0:0:0:1 - - [15/Apr/2021:16:04:10 +0200] "GET /ProgrammaBiennale2020/xava/images/ HTTP/1.1" 404 1019
0:0:0:0:0:0:0:1 - - [15/Apr/2021:16:04:14 +0200] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.request.dwr HTTP/1.1" 200 13644
0:0:0:0:0:0:0:1 - - [15/Apr/2021:16:04:34 +0200] "GET /ProgrammaBiennale2020/m/ElencoAcquisti?init=true HTTP/1.1" 200 15544
0:0:0:0:0:0:0:1 - - [15/Apr/2021:16:04:34 +0200] "GET /ProgrammaBiennale2020/dwr/interface/Modules.js?ox=6.1.2 HTTP/1.1" 200 985
0:0:0:0:0:0:0:1 - - [15/Apr/2021:16:04:34 +0200] "GET /ProgrammaBiennale2020/dwr/interface/Folders.js?ox=6.1.2 HTTP/1.1" 200 508
0:0:0:0:0:0:0:1 - - [15/Apr/2021:16:04:34 +0200] "GET /ProgrammaBiennale2020/dwr/util.js?ox=6.1.2 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Apr/2021:16:04:34 +0200] "GET /ProgrammaBiennale2020/dwr/interface/Module.js?ox=6.1.2 HTTP/1.1" 200 1144
0:0:0:0:0:0:0:1 - - [15/Apr/2021:16:04:34 +0200] "GET /ProgrammaBiennale2020/dwr/interface/Tab.js?ox=6.1.2 HTTP/1.1" 200 1007
0:0:0:0:0:0:0:1 - - [15/Apr/2021:16:04:34 +0200] "GET /ProgrammaBiennale2020/dwr/interface/View.js?ox=6.1.2 HTTP/1.1" 200 555
0:0:0:0:0:0:0:1 - - [15/Apr/2021:16:04:34 +0200] "GET /ProgrammaBiennale2020/xava/images/search.png HTTP/1.1" 404 1039
0:0:0:0:0:0:0:1 - - [15/Apr/2021:16:04:35 +0200] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.getStrokeActions.dwr HTTP/1.1" 200 1195
0:0:0:0:0:0:0:1 - - [15/Apr/2021:16:04:36 +0200] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.request.dwr HTTP/1.1" 200 956314
0:0:0:0:0:0:0:1 - - [15/Apr/2021:16:04:42 +0200] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.request.dwr HTTP/1.1" 200 122535
0:0:0:0:0:0:0:1 - - [15/Apr/2021:16:04:52 +0200] "GET /ProgrammaBiennale2020/m/ProcedureDefinitive?init=true HTTP/1.1" 200 15610
0:0:0:0:0:0:0:1 - - [15/Apr/2021:16:04:52 +0200] "GET /ProgrammaBiennale2020/dwr/interface/Modules.js?ox=6.1.2 HTTP/1.1" 200 985
0:0:0:0:0:0:0:1 - - [15/Apr/2021:16:04:52 +0200] "GET /ProgrammaBiennale2020/dwr/interface/Folders.js?ox=6.1.2 HTTP/1.1" 200 508
0:0:0:0:0:0:0:1 - - [15/Apr/2021:16:04:52 +0200] "GET /ProgrammaBiennale2020/dwr/interface/Module.js?ox=6.1.2 HTTP/1.1" 200 1144
0:0:0:0:0:0:0:1 - - [15/Apr/2021:16:04:52 +0200] "GET /ProgrammaBiennale2020/dwr/interface/Tab.js?ox=6.1.2 HTTP/1.1" 200 1007
0:0:0:0:0:0:0:1 - - [15/Apr/2021:16:04:52 +0200] "GET /ProgrammaBiennale2020/dwr/interface/View.js?ox=6.1.2 HTTP/1.1" 200 555
0:0:0:0:0:0:0:1 - - [15/Apr/2021:16:04:52 +0200] "GET /ProgrammaBiennale2020/xava/images/search.png HTTP/1.1" 404 1039
0:0:0:0:0:0:0:1 - - [15/Apr/2021:16:04:52 +0200] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.getStrokeActions.dwr HTTP/1.1" 200 1197
0:0:0:0:0:0:0:1 - - [15/Apr/2021:16:04:54 +0200] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.request.dwr HTTP/1.1" 200 312759
0:0:0:0:0:0:0:1 - - [15/Apr/2021:16:04:57 +0200] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.request.dwr HTTP/1.1" 200 430021
0:0:0:0:0:0:0:1 - - [15/Apr/2021:16:05:01 +0200] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.request.dwr HTTP/1.1" 200 27094
0:0:0:0:0:0:0:1 - - [15/Apr/2021:16:06:37 +0200] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.request.dwr HTTP/1.1" 200 430009
0:0:0:0:0:0:0:1 - - [15/Apr/2021:16:09:17 +0200] "GET /ProgrammaBiennale2020/m/ProcedureProgramma?init=true HTTP/1.1" 200 15600
0:0:0:0:0:0:0:1 - - [15/Apr/2021:16:09:17 +0200] "GET /ProgrammaBiennale2020/dwr/interface/Modules.js?ox=6.1.2 HTTP/1.1" 200 985
0:0:0:0:0:0:0:1 - - [15/Apr/2021:16:09:17 +0200] "GET /ProgrammaBiennale2020/dwr/interface/Folders.js?ox=6.1.2 HTTP/1.1" 200 508
0:0:0:0:0:0:0:1 - - [15/Apr/2021:16:09:17 +0200] "GET /ProgrammaBiennale2020/dwr/util.js?ox=6.1.2 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Apr/2021:16:09:17 +0200] "GET /ProgrammaBiennale2020/dwr/interface/Module.js?ox=6.1.2 HTTP/1.1" 200 1144
0:0:0:0:0:0:0:1 - - [15/Apr/2021:16:09:17 +0200] "GET /ProgrammaBiennale2020/dwr/interface/Tab.js?ox=6.1.2 HTTP/1.1" 200 1007
0:0:0:0:0:0:0:1 - - [15/Apr/2021:16:09:17 +0200] "GET /ProgrammaBiennale2020/dwr/interface/View.js?ox=6.1.2 HTTP/1.1" 200 555
0:0:0:0:0:0:0:1 - - [15/Apr/2021:16:09:17 +0200] "GET /ProgrammaBiennale2020/xava/images/search.png HTTP/1.1" 404 1039
0:0:0:0:0:0:0:1 - - [15/Apr/2021:16:09:17 +0200] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.getStrokeActions.dwr HTTP/1.1" 200 1196
0:0:0:0:0:0:0:1 - - [15/Apr/2021:16:09:17 +0200] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.request.dwr HTTP/1.1" 200 146056
0:0:0:0:0:0:0:1 - - [15/Apr/2021:16:09:20 +0200] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.request.dwr HTTP/1.1" 200 463349
0:0:0:0:0:0:0:1 - - [15/Apr/2021:16:09:21 +0200] "GET /ProgrammaBiennale2020/xava/images/ HTTP/1.1" 404 1019
0:0:0:0:0:0:0:1 - - [15/Apr/2021:16:09:26 +0200] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.request.dwr HTTP/1.1" 200 17534
0:0:0:0:0:0:0:1 - - [15/Apr/2021:16:09:41 +0200] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.request.dwr HTTP/1.1" 200 17545
0:0:0:0:0:0:0:1 - - [15/Apr/2021:16:16:24 +0200] "GET /ProgrammaBiennale2020/m/ProcedureProgramma?detail=8ae4ae2074d3b7530174d3b9a1470006 HTTP/1.1" 200 15630
0:0:0:0:0:0:0:1 - - [15/Apr/2021:16:16:24 +0200] "GET /ProgrammaBiennale2020/xava/style/terra.css?ox=6.1.2 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Apr/2021:16:16:24 +0200] "GET /ProgrammaBiennale2020/xava/style/layout.css?ox=6.1.2 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Apr/2021:16:16:24 +0200] "GET /ProgrammaBiennale2020/xava/style/materialdesignicons.css?ox=6.1.2 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Apr/2021:16:16:24 +0200] "GET /ProgrammaBiennale2020/dwr/interface/Modules.js?ox=6.1.2 HTTP/1.1" 200 985
0:0:0:0:0:0:0:1 - - [15/Apr/2021:16:16:24 +0200] "GET /ProgrammaBiennale2020/xava/js/dwr-engine.js?ox=6.1.2 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Apr/2021:16:16:24 +0200] "GET /ProgrammaBiennale2020/dwr/interface/Folders.js?ox=6.1.2 HTTP/1.1" 200 508
0:0:0:0:0:0:0:1 - - [15/Apr/2021:16:16:24 +0200] "GET /ProgrammaBiennale2020/xava/editors/calendar/skins/aqua/theme.css?ox=6.1.2 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Apr/2021:16:16:24 +0200] "GET /ProgrammaBiennale2020/xava/style/yahoo-treeview/treeview.css?ox=6.1.2 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Apr/2021:16:16:24 +0200] "GET /ProgrammaBiennale2020/xava/style/smoothness/jquery-ui.css?ox=6.1.2 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Apr/2021:16:16:24 +0200] "GET /ProgrammaBiennale2020/xava/editors/style/c3.css?ox=6.1.2 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Apr/2021:16:16:24 +0200] "GET /ProgrammaBiennale2020/xava/editors/style/discussionEditor.css?ox=6.1.2 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Apr/2021:16:16:24 +0200] "GET /ProgrammaBiennale2020/dwr/util.js?ox=6.1.2 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Apr/2021:16:16:24 +0200] "GET /ProgrammaBiennale2020/dwr/interface/Module.js?ox=6.1.2 HTTP/1.1" 200 1144
0:0:0:0:0:0:0:1 - - [15/Apr/2021:16:16:24 +0200] "GET /ProgrammaBiennale2020/dwr/interface/Tab.js?ox=6.1.2 HTTP/1.1" 200 1007
0:0:0:0:0:0:0:1 - - [15/Apr/2021:16:16:24 +0200] "GET /ProgrammaBiennale2020/dwr/interface/View.js?ox=6.1.2 HTTP/1.1" 200 555
0:0:0:0:0:0:0:1 - - [15/Apr/2021:16:16:24 +0200] "GET /ProgrammaBiennale2020/xava/js/openxava.js?ox=6.1.2 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Apr/2021:16:16:24 +0200] "GET /ProgrammaBiennale2020/xava/editors/calendar/calendar.js?ox=6.1.2 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Apr/2021:16:16:24 +0200] "GET /ProgrammaBiennale2020/xava/editors/calendar/lang/calendar-it.js?ox=6.1.2 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Apr/2021:16:16:24 +0200] "GET /ProgrammaBiennale2020/xava/js/calendar.js?ox=6.1.2 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Apr/2021:16:16:24 +0200] "GET /ProgrammaBiennale2020/xava/js/jquery.js?ox=6.1.2 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Apr/2021:16:16:24 +0200] "GET /ProgrammaBiennale2020/xava/js/jquery-ui.js?ox=6.1.2 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Apr/2021:16:16:24 +0200] "GET /ProgrammaBiennale2020/xava/js/jquery.sorttable.js?ox=6.1.2 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Apr/2021:16:16:24 +0200] "GET /ProgrammaBiennale2020/xava/js/jquery.ui.touch-punch.js?ox=6.1.2 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Apr/2021:16:16:24 +0200] "GET /ProgrammaBiennale2020/xava/js/typewatch.js?ox=6.1.2 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Apr/2021:16:16:24 +0200] "GET /ProgrammaBiennale2020/xava/editors/js/c3.js?ox=6.1.2 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Apr/2021:16:16:25 +0200] "GET /ProgrammaBiennale2020/xava/editors/js/d3.js?ox=6.1.2 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Apr/2021:16:16:25 +0200] "GET /ProgrammaBiennale2020/xava/editors/js/descriptionsEditor.js?ox=6.1.2 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Apr/2021:16:16:25 +0200] "GET /ProgrammaBiennale2020/xava/editors/js/ckeditor.js?ox=6.1.2 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Apr/2021:16:16:25 +0200] "GET /ProgrammaBiennale2020/xava/editors/js/discussionEditor.js?ox=6.1.2 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Apr/2021:16:16:25 +0200] "GET /ProgrammaBiennale2020/xava/editors/js/elementCollectionEditor.js?ox=6.1.2 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Apr/2021:16:16:25 +0200] "GET /ProgrammaBiennale2020/xava/editors/js/jquery-ckeditor-adapter.js?ox=6.1.2 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Apr/2021:16:16:25 +0200] "GET /ProgrammaBiennale2020/xava/editors/js/htmlEditor.js?ox=6.1.2 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Apr/2021:16:16:25 +0200] "GET /ProgrammaBiennale2020/xava/editors/js/textEditor.js?ox=6.1.2 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Apr/2021:16:16:25 +0200] "GET /ProgrammaBiennale2020/xava/editors/js/yahoo-dom-event.js?ox=6.1.2 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Apr/2021:16:16:25 +0200] "GET /ProgrammaBiennale2020/xava/editors/js/yahoo-treeview-min.js?ox=6.1.2 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Apr/2021:16:16:25 +0200] "GET /ProgrammaBiennale2020/naviox/js/naviox.js?ox=6.1.2 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Apr/2021:16:16:25 +0200] "GET /ProgrammaBiennale2020/xava/editors/js/chartDataEditor.js?ox=6.1.2 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Apr/2021:16:16:25 +0200] "GET /ProgrammaBiennale2020/xava/editors/js/autoNumeric.js?ox=6.1.2 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Apr/2021:16:16:25 +0200] "GET /ProgrammaBiennale2020/xava/images/search.png HTTP/1.1" 404 1039
0:0:0:0:0:0:0:1 - - [15/Apr/2021:16:16:25 +0200] "GET /ProgrammaBiennale2020/xava/fonts/roboto-regular-webfont.woff HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Apr/2021:16:16:25 +0200] "GET /ProgrammaBiennale2020/xava/fonts/materialdesignicons-webfont.woff?v=1.9.32 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Apr/2021:16:16:25 +0200] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.getStrokeActions.dwr HTTP/1.1" 200 1196
0:0:0:0:0:0:0:1 - - [15/Apr/2021:16:16:25 +0200] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.request.dwr HTTP/1.1" 200 463312
0:0:0:0:0:0:0:1 - - [15/Apr/2021:16:16:25 +0200] "GET /ProgrammaBiennale2020/xava/style/smoothness/images/ui-bg_flat_75_ffffff_40x100.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Apr/2021:16:16:25 +0200] "GET /ProgrammaBiennale2020/xava/images/ HTTP/1.1" 404 1019
0:0:0:0:0:0:0:1 - - [15/Apr/2021:16:16:27 +0200] "GET /ProgrammaBiennale2020/m/ProcedureProgramma?detail=8ae4ae2074d3b7530174d3b9a1470006 HTTP/1.1" 200 15630
0:0:0:0:0:0:0:1 - - [15/Apr/2021:16:16:27 +0200] "GET /ProgrammaBiennale2020/dwr/interface/Modules.js?ox=6.1.2 HTTP/1.1" 200 985
0:0:0:0:0:0:0:1 - - [15/Apr/2021:16:16:27 +0200] "GET /ProgrammaBiennale2020/dwr/interface/Folders.js?ox=6.1.2 HTTP/1.1" 200 508
0:0:0:0:0:0:0:1 - - [15/Apr/2021:16:16:27 +0200] "GET /ProgrammaBiennale2020/dwr/interface/Module.js?ox=6.1.2 HTTP/1.1" 200 1144
0:0:0:0:0:0:0:1 - - [15/Apr/2021:16:16:27 +0200] "GET /ProgrammaBiennale2020/dwr/interface/View.js?ox=6.1.2 HTTP/1.1" 200 555
0:0:0:0:0:0:0:1 - - [15/Apr/2021:16:16:27 +0200] "GET /ProgrammaBiennale2020/dwr/interface/Tab.js?ox=6.1.2 HTTP/1.1" 200 1007
0:0:0:0:0:0:0:1 - - [15/Apr/2021:16:16:28 +0200] "GET /ProgrammaBiennale2020/xava/images/search.png HTTP/1.1" 404 1039
0:0:0:0:0:0:0:1 - - [15/Apr/2021:16:16:28 +0200] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.getStrokeActions.dwr HTTP/1.1" 200 1196
0:0:0:0:0:0:0:1 - - [15/Apr/2021:16:16:28 +0200] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.request.dwr HTTP/1.1" 200 463312
0:0:0:0:0:0:0:1 - - [15/Apr/2021:16:16:28 +0200] "GET /ProgrammaBiennale2020/xava/images/ HTTP/1.1" 404 1019
0:0:0:0:0:0:0:1 - - [15/Apr/2021:16:16:43 +0200] "GET /ProgrammaBiennale2020/m/ProcedureProgramma?detail=8ae4ae2074d3b7530174d3b9a1470006 HTTP/1.1" 200 15630
0:0:0:0:0:0:0:1 - - [15/Apr/2021:16:16:43 +0200] "GET /ProgrammaBiennale2020/dwr/interface/Folders.js?ox=6.1.2 HTTP/1.1" 200 508
0:0:0:0:0:0:0:1 - - [15/Apr/2021:16:16:43 +0200] "GET /ProgrammaBiennale2020/dwr/interface/Tab.js?ox=6.1.2 HTTP/1.1" 200 1007
