127.0.0.1 - - [18/Oct/2019:11:13:32 +0200] "GET / HTTP/1.1" 404 951
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:13:39 +0200] "GET /ProgrammaBiennale2020/xava/editors/js/yahoo-dom-event.js?ox=6.1.2 HTTP/1.1" 200 36989
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:13:40 +0200] "GET /ProgrammaBiennale2020/xava/editors/js/ckeditor.js?ox=6.1.2 HTTP/1.1" 200 565399
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:13:40 +0200] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.getStrokeActions.dwr HTTP/1.1" 200 119
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:13:40 +0200] "GET /ProgrammaBiennale2020/naviox/images/favicon.ico HTTP/1.1" 404 1045
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:13:42 +0200] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.request.dwr HTTP/1.1" 200 6140
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:13:44 +0200] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.request.dwr HTTP/1.1" 200 648
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:13:45 +0200] "GET /ProgrammaBiennale2020/m/Servizi HTTP/1.1" 200 20778
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:13:45 +0200] "GET /ProgrammaBiennale2020/dwr/interface/Modules.js?ox=6.1.2 HTTP/1.1" 200 985
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:13:45 +0200] "GET /ProgrammaBiennale2020/dwr/interface/Folders.js?ox=6.1.2 HTTP/1.1" 200 508
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:13:45 +0200] "GET /ProgrammaBiennale2020/dwr/interface/Module.js?ox=6.1.2 HTTP/1.1" 200 1144
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:13:45 +0200] "GET /ProgrammaBiennale2020/dwr/util.js?ox=6.1.2 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:13:45 +0200] "GET /ProgrammaBiennale2020/dwr/interface/View.js?ox=6.1.2 HTTP/1.1" 200 555
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:13:45 +0200] "GET /ProgrammaBiennale2020/dwr/interface/Tab.js?ox=6.1.2 HTTP/1.1" 200 1007
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:13:45 +0200] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.getStrokeActions.dwr HTTP/1.1" 200 1195
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:13:46 +0200] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.request.dwr HTTP/1.1" 200 117753
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:13:50 +0200] "GET /ProgrammaBiennale2020/m/Procedure?init=true HTTP/1.1" 200 20816
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:13:50 +0200] "GET /ProgrammaBiennale2020/dwr/interface/Modules.js?ox=6.1.2 HTTP/1.1" 200 985
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:13:50 +0200] "GET /ProgrammaBiennale2020/dwr/interface/Folders.js?ox=6.1.2 HTTP/1.1" 200 508
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:13:50 +0200] "GET /ProgrammaBiennale2020/dwr/util.js?ox=6.1.2 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:13:50 +0200] "GET /ProgrammaBiennale2020/dwr/interface/Module.js?ox=6.1.2 HTTP/1.1" 200 1144
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:13:50 +0200] "GET /ProgrammaBiennale2020/dwr/interface/Tab.js?ox=6.1.2 HTTP/1.1" 200 1007
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:13:50 +0200] "GET /ProgrammaBiennale2020/dwr/interface/View.js?ox=6.1.2 HTTP/1.1" 200 555
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:13:50 +0200] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.getStrokeActions.dwr HTTP/1.1" 200 1187
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:13:53 +0200] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.request.dwr HTTP/1.1" 200 256303
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:13:53 +0200] "GET /ProgrammaBiennale2020/xava/style/smoothness/images/ui-bg_flat_75_ffffff_40x100.png HTTP/1.1" 200 208
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:22:59 +0200] "GET /ProgrammaBiennale2020/m/Procedure?init=true HTTP/1.1" 200 20816
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:22:59 +0200] "GET /ProgrammaBiennale2020/dwr/interface/Modules.js?ox=6.1.2 HTTP/1.1" 200 985
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:22:59 +0200] "GET /ProgrammaBiennale2020/dwr/interface/Folders.js?ox=6.1.2 HTTP/1.1" 200 508
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:22:59 +0200] "GET /ProgrammaBiennale2020/dwr/util.js?ox=6.1.2 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:22:59 +0200] "GET /ProgrammaBiennale2020/dwr/interface/Module.js?ox=6.1.2 HTTP/1.1" 200 1144
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:22:59 +0200] "GET /ProgrammaBiennale2020/dwr/interface/Tab.js?ox=6.1.2 HTTP/1.1" 200 1007
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:22:59 +0200] "GET /ProgrammaBiennale2020/dwr/interface/View.js?ox=6.1.2 HTTP/1.1" 200 555
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:23:00 +0200] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.getStrokeActions.dwr HTTP/1.1" 200 1187
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:23:01 +0200] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.request.dwr HTTP/1.1" 200 256361
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:23:08 +0200] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.request.dwr HTTP/1.1" 200 13361
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:23:10 +0200] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.request.dwr HTTP/1.1" 200 10963
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:29:42 +0200] "GET /ProgrammaBiennale2020/m/Procedure HTTP/1.1" 200 20806
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:29:42 +0200] "GET /ProgrammaBiennale2020/dwr/interface/Modules.js?ox=6.1.2 HTTP/1.1" 200 985
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:29:42 +0200] "GET /ProgrammaBiennale2020/dwr/interface/Folders.js?ox=6.1.2 HTTP/1.1" 200 508
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:29:42 +0200] "GET /ProgrammaBiennale2020/dwr/util.js?ox=6.1.2 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:29:42 +0200] "GET /ProgrammaBiennale2020/dwr/interface/Module.js?ox=6.1.2 HTTP/1.1" 200 1144
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:29:42 +0200] "GET /ProgrammaBiennale2020/dwr/interface/Tab.js?ox=6.1.2 HTTP/1.1" 200 1007
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:29:42 +0200] "GET /ProgrammaBiennale2020/dwr/interface/View.js?ox=6.1.2 HTTP/1.1" 200 555
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:29:43 +0200] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.getStrokeActions.dwr HTTP/1.1" 200 1187
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:29:43 +0200] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.request.dwr HTTP/1.1" 200 256357
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:30:04 +0200] "GET /ProgrammaBiennale2020/m/Procedure HTTP/1.1" 200 20806
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:30:04 +0200] "GET /ProgrammaBiennale2020/dwr/interface/Modules.js?ox=6.1.2 HTTP/1.1" 200 985
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:30:04 +0200] "GET /ProgrammaBiennale2020/dwr/interface/Folders.js?ox=6.1.2 HTTP/1.1" 200 508
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:30:04 +0200] "GET /ProgrammaBiennale2020/dwr/interface/Module.js?ox=6.1.2 HTTP/1.1" 200 1144
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:30:04 +0200] "GET /ProgrammaBiennale2020/dwr/interface/Tab.js?ox=6.1.2 HTTP/1.1" 200 1007
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:30:04 +0200] "GET /ProgrammaBiennale2020/dwr/interface/View.js?ox=6.1.2 HTTP/1.1" 200 555
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:30:04 +0200] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.getStrokeActions.dwr HTTP/1.1" 200 1187
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:30:05 +0200] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.request.dwr HTTP/1.1" 200 256357
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:30:10 +0200] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.request.dwr HTTP/1.1" 200 8036
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:30:10 +0200] "GET /ProgrammaBiennale2020/xava/style/smoothness/images/ui-icons_222222_256x240.png HTTP/1.1" 200 6922
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:30:10 +0200] "GET /ProgrammaBiennale2020/xava/style/smoothness/images/ui-icons_888888_256x240.png HTTP/1.1" 200 6999
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:30:10 +0200] "GET /ProgrammaBiennale2020/xava/style/smoothness/images/ui-bg_flat_0_aaaaaa_40x100.png HTTP/1.1" 200 212
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:30:13 +0200] "GET /ProgrammaBiennale2020/xava/style/smoothness/images/ui-icons_454545_256x240.png HTTP/1.1" 200 6992
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:30:14 +0200] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.request.dwr HTTP/1.1" 200 256349
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:31:23 +0200] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Modules.displayAllModulesList.dwr HTTP/1.1" 200 14953
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:31:32 +0200] "GET /ProgrammaBiennale2020/m/Nuts?init=true HTTP/1.1" 200 20746
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:31:32 +0200] "GET /ProgrammaBiennale2020/dwr/interface/Modules.js?ox=6.1.2 HTTP/1.1" 200 985
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:31:32 +0200] "GET /ProgrammaBiennale2020/dwr/interface/Folders.js?ox=6.1.2 HTTP/1.1" 200 508
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:31:32 +0200] "GET /ProgrammaBiennale2020/dwr/util.js?ox=6.1.2 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:31:32 +0200] "GET /ProgrammaBiennale2020/dwr/interface/Module.js?ox=6.1.2 HTTP/1.1" 200 1144
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:31:32 +0200] "GET /ProgrammaBiennale2020/dwr/interface/View.js?ox=6.1.2 HTTP/1.1" 200 555
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:31:32 +0200] "GET /ProgrammaBiennale2020/dwr/interface/Tab.js?ox=6.1.2 HTTP/1.1" 200 1007
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:31:32 +0200] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.getStrokeActions.dwr HTTP/1.1" 200 1195
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:31:32 +0200] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.request.dwr HTTP/1.1" 200 62942
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:31:35 +0200] "GET /ProgrammaBiennale2020/m/Nuts?init=true HTTP/1.1" 200 20746
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:31:35 +0200] "GET /ProgrammaBiennale2020/dwr/interface/Modules.js?ox=6.1.2 HTTP/1.1" 200 985
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:31:35 +0200] "GET /ProgrammaBiennale2020/dwr/interface/Folders.js?ox=6.1.2 HTTP/1.1" 200 508
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:31:35 +0200] "GET /ProgrammaBiennale2020/dwr/interface/Tab.js?ox=6.1.2 HTTP/1.1" 200 1007
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:31:35 +0200] "GET /ProgrammaBiennale2020/dwr/interface/Module.js?ox=6.1.2 HTTP/1.1" 200 1144
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:31:35 +0200] "GET /ProgrammaBiennale2020/dwr/interface/View.js?ox=6.1.2 HTTP/1.1" 200 555
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:31:35 +0200] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.getStrokeActions.dwr HTTP/1.1" 200 1195
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:31:35 +0200] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.request.dwr HTTP/1.1" 200 62942
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:31:37 +0200] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.request.dwr HTTP/1.1" 200 13375
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:31:39 +0200] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.request.dwr HTTP/1.1" 200 62940
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:31:41 +0200] "GET /ProgrammaBiennale2020/m/Procedure?init=true HTTP/1.1" 200 20816
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:31:41 +0200] "GET /ProgrammaBiennale2020/dwr/interface/Modules.js?ox=6.1.2 HTTP/1.1" 200 985
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:31:41 +0200] "GET /ProgrammaBiennale2020/dwr/interface/Folders.js?ox=6.1.2 HTTP/1.1" 200 508
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:31:41 +0200] "GET /ProgrammaBiennale2020/dwr/interface/Tab.js?ox=6.1.2 HTTP/1.1" 200 1007
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:31:41 +0200] "GET /ProgrammaBiennale2020/dwr/interface/Module.js?ox=6.1.2 HTTP/1.1" 200 1144
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:31:41 +0200] "GET /ProgrammaBiennale2020/dwr/interface/View.js?ox=6.1.2 HTTP/1.1" 200 555
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:31:41 +0200] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.getStrokeActions.dwr HTTP/1.1" 200 1187
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:31:42 +0200] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.request.dwr HTTP/1.1" 200 263947
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:31:58 +0200] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.request.dwr HTTP/1.1" 200 27324
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:32:01 +0200] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.request.dwr HTTP/1.1" 200 263944
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:34:51 +0200] "GET /ProgrammaBiennale2020/m/Procedure HTTP/1.1" 200 20806
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:34:51 +0200] "GET /ProgrammaBiennale2020/dwr/interface/Modules.js?ox=6.1.2 HTTP/1.1" 200 985
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:34:51 +0200] "GET /ProgrammaBiennale2020/dwr/interface/Folders.js?ox=6.1.2 HTTP/1.1" 200 508
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:34:51 +0200] "GET /ProgrammaBiennale2020/dwr/util.js?ox=6.1.2 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:34:51 +0200] "GET /ProgrammaBiennale2020/dwr/interface/Module.js?ox=6.1.2 HTTP/1.1" 200 1144
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:34:51 +0200] "GET /ProgrammaBiennale2020/dwr/interface/Tab.js?ox=6.1.2 HTTP/1.1" 200 1007
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:34:51 +0200] "GET /ProgrammaBiennale2020/dwr/interface/View.js?ox=6.1.2 HTTP/1.1" 200 555
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:34:52 +0200] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.getStrokeActions.dwr HTTP/1.1" 200 1187
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:34:52 +0200] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.request.dwr HTTP/1.1" 200 263961
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:34:57 +0200] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.request.dwr HTTP/1.1" 200 74274
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:34:59 +0200] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.request.dwr HTTP/1.1" 200 263944
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:35:16 +0200] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.request.dwr HTTP/1.1" 200 5636
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:35:25 +0200] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.request.dwr HTTP/1.1" 200 263944
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:35:32 +0200] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.request.dwr HTTP/1.1" 200 107739
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:35:34 +0200] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.request.dwr HTTP/1.1" 200 264025
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:35:40 +0200] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.request.dwr HTTP/1.1" 200 10971
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:35:40 +0200] "GET /ProgrammaBiennale2020/xava/editors/calendar/skins/aqua/normal-bg.gif HTTP/1.1" 200 110
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:35:40 +0200] "GET /ProgrammaBiennale2020/xava/editors/calendar/skins/aqua/title-bg.gif HTTP/1.1" 200 116
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:35:40 +0200] "GET /ProgrammaBiennale2020/xava/editors/calendar/skins/aqua/menuarrow.gif HTTP/1.1" 200 49
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:35:40 +0200] "GET /ProgrammaBiennale2020/xava/editors/calendar/skins/aqua/dark-bg.gif HTTP/1.1" 200 85
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:35:40 +0200] "GET /ProgrammaBiennale2020/xava/editors/calendar/skins/aqua/active-bg.gif HTTP/1.1" 200 89
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:35:40 +0200] "GET /ProgrammaBiennale2020/xava/editors/calendar/skins/aqua/status-bg.gif HTTP/1.1" 200 116
