127.0.0.1 - - [18/Oct/2019:11:13:32 +0200] "GET / HTTP/1.1" 404 951
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:35:40 +0200] "GET /ProgrammaBiennale2020/xava/editors/calendar/skins/aqua/hover-bg.gif HTTP/1.1" 200 89
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:35:40 +0200] "GET /ProgrammaBiennale2020/xava/editors/calendar/skins/aqua/rowhover-bg.gif HTTP/1.1" 200 110
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:35:41 +0200] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.request.dwr HTTP/1.1" 200 10971
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:35:56 +0200] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.request.dwr HTTP/1.1" 200 14252
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:35:58 +0200] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.request.dwr HTTP/1.1" 200 13799
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:36:00 +0200] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.request.dwr HTTP/1.1" 200 15031
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:36:28 +0200] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.request.dwr HTTP/1.1" 200 74275
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:36:32 +0200] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.request.dwr HTTP/1.1" 200 268282
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:36:45 +0200] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.request.dwr HTTP/1.1" 200 8138
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:37:21 +0200] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.request.dwr HTTP/1.1" 200 268425
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:37:31 +0200] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.request.dwr HTTP/1.1" 200 8138
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:37:43 +0200] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.request.dwr HTTP/1.1" 200 268482
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:38:06 +0200] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.request.dwr HTTP/1.1" 200 16131
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:38:07 +0200] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.request.dwr HTTP/1.1" 200 16123
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:38:07 +0200] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.request.dwr HTTP/1.1" 200 16107
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:38:14 +0200] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.request.dwr HTTP/1.1" 200 15530
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:38:47 +0200] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.request.dwr HTTP/1.1" 200 15137
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:38:48 +0200] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.request.dwr HTTP/1.1" 200 15137
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:39:02 +0200] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.request.dwr HTTP/1.1" 200 15530
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:39:27 +0200] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.request.dwr HTTP/1.1" 200 898
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:39:39 +0200] "GET /ProgrammaBiennale2020/m/Nuts HTTP/1.1" 200 20736
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:39:39 +0200] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.getStrokeActions.dwr HTTP/1.1" 200 1195
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:39:39 +0200] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.request.dwr HTTP/1.1" 200 62942
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:39:43 +0200] "GET /ProgrammaBiennale2020/m/Procedure?init=true HTTP/1.1" 200 20816
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:39:43 +0200] "GET /ProgrammaBiennale2020/dwr/interface/Modules.js?ox=6.1.2 HTTP/1.1" 200 985
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:39:43 +0200] "GET /ProgrammaBiennale2020/dwr/interface/Folders.js?ox=6.1.2 HTTP/1.1" 200 508
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:39:43 +0200] "GET /ProgrammaBiennale2020/dwr/util.js?ox=6.1.2 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:39:43 +0200] "GET /ProgrammaBiennale2020/dwr/interface/Module.js?ox=6.1.2 HTTP/1.1" 200 1144
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:39:43 +0200] "GET /ProgrammaBiennale2020/dwr/interface/Tab.js?ox=6.1.2 HTTP/1.1" 200 1007
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:39:43 +0200] "GET /ProgrammaBiennale2020/dwr/interface/View.js?ox=6.1.2 HTTP/1.1" 200 555
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:39:43 +0200] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.getStrokeActions.dwr HTTP/1.1" 200 1187
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:39:44 +0200] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.request.dwr HTTP/1.1" 200 264073
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:39:51 +0200] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.request.dwr HTTP/1.1" 200 97867
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:39:59 +0200] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.request.dwr HTTP/1.1" 200 107739
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:40:01 +0200] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.request.dwr HTTP/1.1" 200 264775
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:40:13 +0200] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.request.dwr HTTP/1.1" 200 10971
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:40:14 +0200] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.request.dwr HTTP/1.1" 200 10971
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:40:23 +0200] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.request.dwr HTTP/1.1" 200 14251
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:40:26 +0200] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.request.dwr HTTP/1.1" 200 14060
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:40:30 +0200] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.request.dwr HTTP/1.1" 200 15386
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:40:39 +0200] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.request.dwr HTTP/1.1" 200 74275
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:40:41 +0200] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.request.dwr HTTP/1.1" 200 269035
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:40:56 +0200] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.request.dwr HTTP/1.1" 200 15843
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:41:29 +0200] "GET /ProgrammaBiennale2020/m/SogliaImporti?init=true HTTP/1.1" 200 20874
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:41:29 +0200] "GET /ProgrammaBiennale2020/dwr/interface/Modules.js?ox=6.1.2 HTTP/1.1" 200 985
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:41:29 +0200] "GET /ProgrammaBiennale2020/dwr/interface/Folders.js?ox=6.1.2 HTTP/1.1" 200 508
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:41:29 +0200] "GET /ProgrammaBiennale2020/dwr/interface/Module.js?ox=6.1.2 HTTP/1.1" 200 1144
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:41:29 +0200] "GET /ProgrammaBiennale2020/dwr/interface/Tab.js?ox=6.1.2 HTTP/1.1" 200 1007
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:41:29 +0200] "GET /ProgrammaBiennale2020/dwr/interface/View.js?ox=6.1.2 HTTP/1.1" 200 555
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:41:30 +0200] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.getStrokeActions.dwr HTTP/1.1" 200 1195
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:41:30 +0200] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.request.dwr HTTP/1.1" 200 13820
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:41:50 +0200] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.request.dwr HTTP/1.1" 200 5098
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:41:55 +0200] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.request.dwr HTTP/1.1" 200 15843
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:42:00 +0200] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.request.dwr HTTP/1.1" 200 15843
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:43:30 +0200] "GET /ProgrammaBiennale2020/m/Procedure?init=true HTTP/1.1" 200 20816
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:43:30 +0200] "GET /ProgrammaBiennale2020/dwr/interface/Modules.js?ox=6.1.2 HTTP/1.1" 200 985
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:43:30 +0200] "GET /ProgrammaBiennale2020/dwr/interface/Folders.js?ox=6.1.2 HTTP/1.1" 200 508
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:43:30 +0200] "GET /ProgrammaBiennale2020/dwr/util.js?ox=6.1.2 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:43:30 +0200] "GET /ProgrammaBiennale2020/dwr/interface/Module.js?ox=6.1.2 HTTP/1.1" 200 1144
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:43:30 +0200] "GET /ProgrammaBiennale2020/dwr/interface/Tab.js?ox=6.1.2 HTTP/1.1" 200 1007
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:43:30 +0200] "GET /ProgrammaBiennale2020/dwr/interface/View.js?ox=6.1.2 HTTP/1.1" 200 555
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:43:31 +0200] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.getStrokeActions.dwr HTTP/1.1" 200 1187
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:43:31 +0200] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.request.dwr HTTP/1.1" 200 264073
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:43:34 +0200] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.request.dwr HTTP/1.1" 200 107739
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:43:35 +0200] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.request.dwr HTTP/1.1" 200 264151
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:43:42 +0200] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.request.dwr HTTP/1.1" 200 10971
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:43:46 +0200] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.request.dwr HTTP/1.1" 200 32500
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:43:47 +0200] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.request.dwr HTTP/1.1" 200 14537
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:43:58 +0200] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.request.dwr HTTP/1.1" 200 10429
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:44:01 +0200] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.request.dwr HTTP/1.1" 200 32500
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:44:02 +0200] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.request.dwr HTTP/1.1" 200 14537
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:44:13 +0200] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.request.dwr HTTP/1.1" 200 10429
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:44:14 +0200] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.request.dwr HTTP/1.1" 200 32500
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:44:31 +0200] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.request.dwr HTTP/1.1" 200 14029
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:44:41 +0200] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.request.dwr HTTP/1.1" 200 14251
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:44:46 +0200] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.request.dwr HTTP/1.1" 200 14055
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:44:48 +0200] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.request.dwr HTTP/1.1" 200 14650
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:44:56 +0200] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.request.dwr HTTP/1.1" 200 74274
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:44:58 +0200] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.request.dwr HTTP/1.1" 200 268057
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:45:08 +0200] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.request.dwr HTTP/1.1" 200 184416
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:45:12 +0200] "GET /ProgrammaBiennale2020/m/Procedure?init=true HTTP/1.1" 200 20816
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:45:12 +0200] "GET /ProgrammaBiennale2020/dwr/interface/Folders.js?ox=6.1.2 HTTP/1.1" 200 508
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:45:12 +0200] "GET /ProgrammaBiennale2020/dwr/interface/Modules.js?ox=6.1.2 HTTP/1.1" 200 985
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:45:12 +0200] "GET /ProgrammaBiennale2020/dwr/interface/Tab.js?ox=6.1.2 HTTP/1.1" 200 1007
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:45:12 +0200] "GET /ProgrammaBiennale2020/dwr/interface/Module.js?ox=6.1.2 HTTP/1.1" 200 1144
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:45:12 +0200] "GET /ProgrammaBiennale2020/dwr/interface/View.js?ox=6.1.2 HTTP/1.1" 200 555
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:45:12 +0200] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.getStrokeActions.dwr HTTP/1.1" 200 1187
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:45:12 +0200] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.request.dwr HTTP/1.1" 200 270944
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:45:14 +0200] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.request.dwr HTTP/1.1" 200 270675
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:45:17 +0200] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.request.dwr HTTP/1.1" 200 897
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:47:34 +0200] "GET /ProgrammaBiennale2020/m/Procedure?init=true HTTP/1.1" 200 20816
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:47:34 +0200] "GET /ProgrammaBiennale2020/dwr/interface/Modules.js?ox=6.1.2 HTTP/1.1" 200 985
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:47:34 +0200] "GET /ProgrammaBiennale2020/dwr/interface/Folders.js?ox=6.1.2 HTTP/1.1" 200 508
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:47:34 +0200] "GET /ProgrammaBiennale2020/dwr/util.js?ox=6.1.2 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:47:34 +0200] "GET /ProgrammaBiennale2020/dwr/interface/Module.js?ox=6.1.2 HTTP/1.1" 200 1144
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:47:34 +0200] "GET /ProgrammaBiennale2020/dwr/interface/Tab.js?ox=6.1.2 HTTP/1.1" 200 1007
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:47:34 +0200] "GET /ProgrammaBiennale2020/dwr/interface/View.js?ox=6.1.2 HTTP/1.1" 200 555
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:47:34 +0200] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.getStrokeActions.dwr HTTP/1.1" 200 1187
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:47:34 +0200] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.request.dwr HTTP/1.1" 200 270944
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:47:37 +0200] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.request.dwr HTTP/1.1" 200 270675
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:47:42 +0200] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.request.dwr HTTP/1.1" 200 19004
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:47:45 +0200] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.request.dwr HTTP/1.1" 200 270660
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:47:54 +0200] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.request.dwr HTTP/1.1" 200 897
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:51:45 +0200] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.getStrokeActions.dwr HTTP/1.1" 200 217
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:51:45 +0200] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.request.dwr HTTP/1.1" 200 898
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:52:19 +0200] "GET /ProgrammaBiennale2020/m/Procedure?init=true HTTP/1.1" 200 20816
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:52:19 +0200] "GET /ProgrammaBiennale2020/dwr/interface/Modules.js?ox=6.1.2 HTTP/1.1" 200 985
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:52:19 +0200] "GET /ProgrammaBiennale2020/dwr/interface/Folders.js?ox=6.1.2 HTTP/1.1" 200 508
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:52:19 +0200] "GET /ProgrammaBiennale2020/dwr/util.js?ox=6.1.2 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:52:19 +0200] "GET /ProgrammaBiennale2020/dwr/interface/Module.js?ox=6.1.2 HTTP/1.1" 200 1144
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:52:19 +0200] "GET /ProgrammaBiennale2020/dwr/interface/View.js?ox=6.1.2 HTTP/1.1" 200 555
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:52:19 +0200] "GET /ProgrammaBiennale2020/dwr/interface/Tab.js?ox=6.1.2 HTTP/1.1" 200 1007
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:52:19 +0200] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.getStrokeActions.dwr HTTP/1.1" 200 1187
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:52:20 +0200] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.request.dwr HTTP/1.1" 200 270944
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:52:21 +0200] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.request.dwr HTTP/1.1" 200 270675
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:52:27 +0200] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.request.dwr HTTP/1.1" 200 897
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:52:34 +0200] "GET /ProgrammaBiennale2020/m/Procedure?init=true HTTP/1.1" 200 20816
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:52:34 +0200] "GET /ProgrammaBiennale2020/dwr/interface/Folders.js?ox=6.1.2 HTTP/1.1" 200 508
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:52:34 +0200] "GET /ProgrammaBiennale2020/dwr/interface/Modules.js?ox=6.1.2 HTTP/1.1" 200 985
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:52:34 +0200] "GET /ProgrammaBiennale2020/dwr/interface/Module.js?ox=6.1.2 HTTP/1.1" 200 1144
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:52:34 +0200] "GET /ProgrammaBiennale2020/dwr/interface/Tab.js?ox=6.1.2 HTTP/1.1" 200 1007
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:52:34 +0200] "GET /ProgrammaBiennale2020/dwr/interface/View.js?ox=6.1.2 HTTP/1.1" 200 555
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:52:34 +0200] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.getStrokeActions.dwr HTTP/1.1" 200 1187
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:52:35 +0200] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.request.dwr HTTP/1.1" 200 270944
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:52:37 +0200] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.request.dwr HTTP/1.1" 200 270675
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:52:41 +0200] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.request.dwr HTTP/1.1" 200 897
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:54:23 +0200] "GET /ProgrammaBiennale2020/m/Procedure?init=true HTTP/1.1" 200 20816
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:54:23 +0200] "GET /ProgrammaBiennale2020/dwr/interface/Modules.js?ox=6.1.2 HTTP/1.1" 200 985
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:54:23 +0200] "GET /ProgrammaBiennale2020/dwr/interface/Folders.js?ox=6.1.2 HTTP/1.1" 200 508
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:54:23 +0200] "GET /ProgrammaBiennale2020/dwr/interface/Tab.js?ox=6.1.2 HTTP/1.1" 200 1007
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:54:23 +0200] "GET /ProgrammaBiennale2020/dwr/interface/Module.js?ox=6.1.2 HTTP/1.1" 200 1144
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:54:23 +0200] "GET /ProgrammaBiennale2020/dwr/interface/View.js?ox=6.1.2 HTTP/1.1" 200 555
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:54:23 +0200] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.getStrokeActions.dwr HTTP/1.1" 200 1187
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:54:24 +0200] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.request.dwr HTTP/1.1" 200 270944
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:54:28 +0200] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.request.dwr HTTP/1.1" 200 270675
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:54:32 +0200] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.request.dwr HTTP/1.1" 200 33782
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:54:36 +0200] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.request.dwr HTTP/1.1" 200 5696
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:54:47 +0200] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.request.dwr HTTP/1.1" 200 6000
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:55:16 +0200] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.request.dwr HTTP/1.1" 200 9131
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:55:19 +0200] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.request.dwr HTTP/1.1" 200 8107
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:55:39 +0200] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.request.dwr HTTP/1.1" 200 6492
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:59:21 +0200] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.request.dwr HTTP/1.1" 200 286121
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:59:37 +0200] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.request.dwr HTTP/1.1" 200 33783
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:59:43 +0200] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.request.dwr HTTP/1.1" 200 5697
0:0:0:0:0:0:0:1 - - [18/Oct/2019:11:59:50 +0200] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.request.dwr HTTP/1.1" 200 6346
0:0:0:0:0:0:0:1 - - [18/Oct/2019:12:00:00 +0200] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.request.dwr HTTP/1.1" 200 9498
0:0:0:0:0:0:0:1 - - [18/Oct/2019:12:00:03 +0200] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.request.dwr HTTP/1.1" 200 8493
0:0:0:0:0:0:0:1 - - [18/Oct/2019:12:00:09 +0200] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.request.dwr HTTP/1.1" 200 6839
0:0:0:0:0:0:0:1 - - [18/Oct/2019:12:00:21 +0200] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.request.dwr HTTP/1.1" 200 301051
0:0:0:0:0:0:0:1 - - [18/Oct/2019:12:03:08 +0200] "GET /ProgrammaBiennale2020/m/Procedure HTTP/1.1" 200 20806
0:0:0:0:0:0:0:1 - - [18/Oct/2019:12:03:08 +0200] "GET /ProgrammaBiennale2020/dwr/interface/Folders.js?ox=6.1.2 HTTP/1.1" 200 508
0:0:0:0:0:0:0:1 - - [18/Oct/2019:12:03:08 +0200] "GET /ProgrammaBiennale2020/dwr/interface/Modules.js?ox=6.1.2 HTTP/1.1" 200 985
0:0:0:0:0:0:0:1 - - [18/Oct/2019:12:03:08 +0200] "GET /ProgrammaBiennale2020/dwr/interface/Module.js?ox=6.1.2 HTTP/1.1" 200 1144
0:0:0:0:0:0:0:1 - - [18/Oct/2019:12:03:08 +0200] "GET /ProgrammaBiennale2020/dwr/interface/View.js?ox=6.1.2 HTTP/1.1" 200 555
0:0:0:0:0:0:0:1 - - [18/Oct/2019:12:03:08 +0200] "GET /ProgrammaBiennale2020/dwr/interface/Tab.js?ox=6.1.2 HTTP/1.1" 200 1007
0:0:0:0:0:0:0:1 - - [18/Oct/2019:12:03:08 +0200] "GET /ProgrammaBiennale2020/dwr/util.js?ox=6.1.2 HTTP/1.1" 200 46702
